nr,i1_legid,i1_rcs_p,i1_rcs_e,i1_dep_1_p,i1_dep_1_e,i1_dep_1_place,i1_rcf_1_p,i1_rcf_1_e,i1_rcf_1_place,i2_rcs_p,i2_rcs_e,i2_dep_1_p,i2_dep_1_e,i2_dep_1_place,i3_rcs_p,i3_rcs_e,i3_dep_1_p,i3_dep_3_e,o_legid,o_rcs_p,o_rcs_e,o_dep_1_p,o_dep_1_e,o_dep_1_place,o_rcf_1_p,o_rcf_1_e,o_rcf_1_place,o_dlv_p,o_dlv_e,o_hops,legs
3688,6382,10980,10061,300,1185,609,905,872,597,0,0,0,0,0,0,0,0,0,5034,1047,159,180,1008,597,1050,1024,815,6060,3560,1,1
3689,4638,1457,1254,240,384,815,200,652,388,203,227,300,239,700,0,0,0,0,4888,1952,1442,900,1275,388,480,400,349,944,3596,2,1
3690,1029,1139,307,240,1015,527,1410,986,256,1555,1185,300,641,671,1560,1190,300,0,7377,1225,299,300,1211,609,905,947,597,2760,11202,2,2
3691,4692,1150,82,240,1265,815,760,679,609,0,0,0,0,0,0,0,0,0,5479,631,276,540,856,609,845,623,349,402,493,1,3
3692,11917,2125,0,240,2317,128,960,701,597,2600,2451,420,527,349,0,0,0,0,12070,2294,991,240,1501,597,910,811,571,340,3619,2,1
3693,10866,114,88,135,104,815,285,240,485,0,0,0,0,0,0,0,0,0,8609,1267,689,180,719,485,885,672,149,6680,9230,2,2
3694,6670,33,0,150,136,128,830,180,134,1034,390,270,870,349,0,0,0,0,10786,254,297,400,291,134,100,192,281,2880,23,1,1
3695,13206,2445,2023,90,454,700,905,488,597,0,0,0,0,0,0,0,0,0,5040,1091,254,180,957,597,1050,801,815,5460,1238,2,2
3696,13571,170,99,300,352,308,780,669,485,0,0,0,0,0,0,0,0,0,3667,1933,914,150,1152,485,1625,1377,742,2520,1471,2,1
3697,4634,716,48,240,848,815,260,196,134,50,40,570,519,391,413,252,240,0,10609,373,329,170,154,134,465,516,349,372,2443,1,1
3698,12045,1767,1334,240,653,753,1320,1162,128,0,0,0,0,0,0,0,0,0,11195,1091,510,300,835,485,295,164,815,4740,6635,2,3
3699,12936,140,117,300,304,308,780,681,485,0,0,0,0,0,0,0,0,0,7401,1778,980,150,916,485,1685,1425,742,2520,303,2,1
3700,751,1605,1235,300,634,671,1045,996,609,0,0,0,0,0,0,0,0,0,5623,2820,3975,240,487,609,770,592,128,3660,1811,1,1
3701,14010,614,0,240,809,128,790,533,809,290,553,960,665,490,0,0,0,0,4258,1829,1512,180,432,809,1240,1307,149,4020,33471,2,1
3702,7386,150,92,300,330,308,790,697,485,29,92,240,120,815,0,0,0,0,3405,544,197,150,482,485,1685,1443,742,2520,1457,2,2
3703,1688,1539,553,240,1187,128,970,783,403,0,0,0,0,0,0,0,0,0,7479,24557,24280,90,593,403,700,442,700,3780,2619,1,2
3704,9661,1053,285,240,951,456,1030,1183,128,235,220,120,185,727,0,0,0,0,3229,3841,1057,240,3019,485,1680,1221,535,6000,5620,2,1
3705,3822,5774,5673,90,129,671,820,464,700,5474,5231,90,291,700,0,0,0,0,5187,697,439,360,558,187,835,690,349,365,741,1,2
3706,13316,115,42,120,133,236,390,185,815,1319,524,240,978,815,199,127,150,0,11653,953,956,240,218,752,585,1089,128,3960,2117,2,2
3707,5994,184,140,120,98,727,125,206,101,130,93,180,162,166,140,141,120,0,10112,1090,232,150,944,101,135,129,281,2880,2665,2,3
3708,14206,1751,136,240,1788,456,1410,1208,349,1005,736,180,440,671,0,0,0,0,3358,386,480,600,502,778,280,202,341,687,0,1,3
3709,8670,125,30,300,379,555,735,702,371,0,0,0,0,0,0,0,0,0,1117,8579,8537,240,305,371,1055,732,128,4020,4574,2,2
3710,12772,730,95,180,756,166,230,307,128,49,29,120,76,727,169,77,120,0,13932,195,107,120,148,101,1110,1220,485,5760,4912,2,1
3711,14624,279,245,180,159,128,265,431,815,265,185,240,260,144,0,0,0,0,4807,1422,347,180,1195,388,510,434,349,350,2848,3,3
3712,11147,276,74,150,300,787,155,158,128,220,80,150,237,787,236,147,150,0,5721,930,305,150,736,361,130,185,128,4230,2750,2,2
3713,4768,63,27,135,125,815,295,249,485,36,56,240,180,815,98,50,120,0,6784,11566,7952,90,3646,485,1240,1012,700,3780,21320,2,3
3714,4500,2532,2437,90,122,671,800,456,700,2236,1372,210,1013,233,0,0,0,0,5848,1161,506,240,1380,243,255,69,317,660,4311,2,3
3715,3746,189,90,180,229,128,260,122,815,0,0,0,0,0,0,0,0,0,4804,3575,1644,900,2786,388,480,443,349,353,834,1,2
3716,13412,492,331,120,196,236,390,244,815,1039,245,240,983,815,0,0,0,0,8965,706,639,240,342,752,585,894,128,3960,13028,2,1
3717,12362,4135,3765,300,628,671,1045,967,609,0,0,0,0,0,0,0,0,0,13454,1070,256,300,1077,609,905,884,597,2760,4212,2,2
3718,9851,928,156,240,962,597,1175,1160,485,0,0,0,0,0,0,0,0,0,6175,2517,1894,180,753,485,885,989,149,6960,732,1,1
3719,9853,47,21,135,111,815,295,146,485,0,0,0,0,0,0,0,0,0,3893,2769,1821,150,1060,485,885,798,628,3960,426,2,1
3720,4191,611,405,210,333,233,1000,610,815,0,0,0,0,0,0,0,0,0,10341,20722,18987,240,1920,243,185,525,317,660,3000,1,1
3721,14227,2467,380,90,2117,299,820,506,700,657,394,90,322,299,679,70,240,0,14234,5840,2891,90,3057,153,1250,945,700,3780,1348,1,1
3722,7986,2621,1697,90,954,281,1200,861,700,3017,2160,90,886,128,1753,1446,90,0,2008,10181,9837,90,359,113,725,289,538,3780,738,2,3
3723,3013,405,236,120,229,727,210,273,485,0,0,0,0,0,0,0,0,0,5345,18999,18577,180,1292,485,885,613,149,6680,22687,1,3
3724,5759,179,173,240,186,721,450,293,349,0,0,0,0,0,0,0,0,0,7546,1785,612,300,1430,609,665,626,326,4020,41,1,1
3725,5148,296,111,150,275,815,845,738,371,0,0,0,0,0,0,0,0,0,6894,446,375,240,346,371,1055,1159,128,3960,2955,1,1
3726,589,1136,379,150,865,391,100,180,128,0,0,0,0,0,0,0,0,0,11192,4353,3067,240,1473,287,1080,866,721,3960,1621,2,1
3727,3400,56,37,135,102,815,280,125,485,124,83,135,135,815,333,186,240,0,3646,1883,974,150,1036,485,1610,1416,742,2520,120,1,1
3728,565,13479,13442,300,300,555,740,691,371,0,0,0,0,0,0,0,0,0,7936,335,390,300,221,371,855,866,308,1440,6407,1,3
3729,3425,2511,1816,90,752,700,905,541,597,491,329,180,202,770,2488,1822,90,0,2053,3205,3003,90,240,597,1025,785,700,3780,2041,2,1
3730,12375,1015,140,150,961,281,745,728,339,0,0,0,0,0,0,0,0,0,1875,3374,1304,90,2088,339,1600,1192,700,3780,973,2,3
3731,6406,140,69,300,360,555,735,586,371,2319,1396,210,1068,663,0,0,0,0,1588,488,346,300,402,371,850,892,308,1440,90,2,1
3732,8762,2371,1484,90,941,700,1445,1058,485,110,89,300,284,308,875,201,90,0,12881,1877,953,150,1049,485,1610,1396,742,2520,463,2,2
3733,12863,2717,2135,90,1077,128,1430,1102,700,0,0,0,0,0,0,0,0,0,225,1448,60,210,1539,698,400,265,403,1260,5334,1,3
3734,665,555,15,300,817,308,930,955,597,2716,1938,90,807,700,0,0,0,0,12024,226,243,250,179,597,1180,941,349,1275,7044,2,1
3735,6942,751,97,240,842,128,895,561,144,1192,1421,300,32,576,0,0,0,0,843,4033,1856,180,2273,144,560,551,349,734,1504,2,2
3736,9794,13,0,135,125,815,290,261,485,0,0,0,0,0,0,0,0,0,5364,9101,8251,180,981,485,885,804,149,6960,20590,2,2
3737,13968,802,471,240,529,128,810,668,609,5806,3307,90,3933,233,1580,1210,300,0,4913,858,571,300,522,609,820,625,815,6060,4309,2,1
3738,4755,84,49,240,221,815,285,213,485,0,0,0,0,0,0,0,0,0,5343,2295,2027,180,409,485,885,797,149,6960,1422,2,3
3739,9786,204,120,135,187,815,290,172,485,66,64,135,77,815,0,0,0,0,4620,1515,1047,180,604,485,885,609,149,6680,490,2,1
3740,3343,2965,2205,300,1000,128,660,308,233,4132,3933,240,411,128,6360,4430,615,0,11314,360,121,300,503,798,695,453,485,3960,2179,1,2
3741,6473,1293,0,240,1507,128,975,713,403,1558,893,240,850,815,1078,512,240,0,7485,5089,4572,90,600,403,700,367,700,3780,1320,1,3
3742,11112,17586,17203,180,535,349,830,819,149,3312,1845,180,1642,233,901,753,180,0,8992,2100,435,180,1785,149,635,956,468,6960,944,2,3
3743,11122,117,56,135,156,815,290,170,485,74,49,135,119,815,0,0,0,0,6769,20249,19356,90,923,485,1610,1408,700,3780,36,1,3
3744,14445,3357,3003,90,389,700,805,510,206,1198,739,90,499,700,0,0,0,0,7725,2135,1222,90,971,206,805,628,700,3780,176,2,2
3745,2618,834,101,240,911,815,740,533,206,0,0,0,0,0,0,0,0,0,7773,2026,1076,90,977,206,805,542,700,3780,151,2,2
3746,2909,217,222,150,122,461,125,268,128,0,0,0,0,0,0,0,0,0,14489,1935,1309,240,807,286,1005,905,128,3960,3901,2,1
3747,5610,996,399,150,696,361,135,138,128,195,31,240,339,815,1164,713,90,0,7135,4610,3265,90,1403,174,625,278,700,3780,60,2,1
3748,9418,102,121,180,115,128,275,215,524,0,0,0,0,0,0,0,0,0,272,1128,405,300,963,524,315,245,815,5160,3533,2,3
3749,10105,558,356,120,212,236,90,101,815,64,44,135,146,815,191,47,135,0,12957,1620,799,150,947,485,1610,1385,742,2520,329,2,1
3750,4539,1105,34,240,1261,815,760,702,609,1395,337,240,1248,815,0,0,0,0,8093,1295,1197,240,327,609,765,707,128,3960,585,1,3
3751,8418,3966,3939,150,115,377,285,230,485,0,0,0,0,0,0,0,0,0,12696,2613,2491,180,273,485,885,823,149,6960,2678,2,2
3752,10064,23,24,135,79,815,285,300,485,160,132,300,348,308,78,34,135,0,7688,1740,642,180,4126,485,885,898,149,6680,8389,2,1
3753,5455,7165,6732,90,467,206,805,468,700,0,0,0,0,0,0,0,0,0,12013,6136,6042,90,143,113,1275,823,700,3780,183,1,3
3754,13689,471,68,240,598,128,825,683,609,0,0,0,0,0,0,0,0,0,4999,378,38,300,583,609,820,839,815,5580,493,2,1
3755,8234,3414,3321,90,170,413,860,548,700,0,0,0,0,0,0,0,0,0,5097,608,468,240,320,187,625,653,349,4625,1093,2,1
3756,11070,231,45,135,262,815,290,177,485,126,64,240,293,815,32,24,135,0,6741,4393,3571,90,855,485,1240,902,700,3780,2685,2,1
3757,7136,5382,4800,480,137,734,1020,1178,349,0,0,0,0,0,0,0,0,0,13651,9969,9757,240,555,407,720,1140,349,1258,5902,2,3
3758,4310,1229,185,240,1238,815,760,743,609,591,27,240,762,128,0,0,0,0,1881,6124,4572,90,2319,609,2055,1728,700,3840,939,2,1
3759,10689,1395,172,240,1446,815,760,674,609,673,42,240,830,128,0,0,0,0,5653,1443,1254,150,288,609,500,538,128,3630,3073,2,2
3760,7525,147,148,210,149,663,450,329,500,575,532,300,306,555,0,0,0,0,7057,525,581,300,216,371,840,746,431,4020,6047,2,2
3761,12557,1569,59,240,1753,456,1180,894,349,0,0,0,0,0,0,0,0,0,5669,392,202,240,281,721,660,580,481,350,887,2,2
3762,8404,255,105,150,242,377,280,183,485,56,27,135,110,815,128,39,135,0,6802,1326,244,90,1113,485,1240,1074,700,3780,38,2,1
3763,9309,795,56,180,899,256,455,190,493,106,12,150,198,128,732,255,180,0,926,884,59,300,1065,493,345,271,815,5160,657,2,3
3764,9092,1626,1470,300,418,700,1115,1319,128,1180,213,240,891,815,0,0,0,0,11922,1995,1339,900,1485,388,630,500,349,361,1225,2,3
3765,7151,5042,4597,180,565,484,695,1821,149,363,125,300,478,476,1212,813,180,0,7345,1906,1474,180,569,576,830,929,149,2580,4992,2,2
3766,5515,3179,912,240,2563,128,900,607,388,888,608,180,405,128,0,0,0,0,8281,5820,5664,180,161,388,420,393,349,604,1795,2,3
3767,1752,906,145,240,980,456,1015,785,128,0,0,0,0,0,0,0,0,0,13501,691,397,90,354,485,1250,824,700,3780,3070,2,2
3768,14646,355,272,180,201,128,265,202,815,238,121,150,210,128,0,0,0,0,390,469,363,240,282,649,295,285,815,5160,724,2,1
3769,9743,1268,473,240,976,815,740,915,206,0,0,0,0,0,0,0,0,0,13856,9311,6017,180,3337,206,1220,666,256,3510,3284,2,2
3770,9845,299,137,135,236,815,290,146,485,242,113,135,255,815,0,0,0,0,14475,378,447,420,291,485,100,27,815,4740,4402,2,1
3771,14117,12915,12885,300,288,308,800,721,485,0,0,0,0,0,0,0,0,0,6976,2494,624,180,574,485,885,694,149,6680,2342,2,2
3772,7994,750,335,180,547,695,565,597,555,0,0,0,0,0,0,0,0,0,1860,1510,1510,310,269,690,770,831,555,1140,2453,1,1
3773,12572,2126,132,240,2186,456,1200,946,349,220,165,240,298,456,0,0,0,0,10263,717,231,150,579,721,125,141,128,4230,3801,2,1
3774,10820,239,24,135,320,815,290,179,485,181,53,135,199,815,134,30,135,0,5326,6151,4863,180,1408,485,885,729,149,6960,70,2,2
3775,14265,564,153,90,436,700,1080,873,113,0,0,0,0,0,0,0,0,0,8327,49136,49015,90,166,113,1105,789,700,3780,8842,2,3
3776,13217,1290,1298,390,368,257,1175,944,349,1106,813,180,440,671,0,0,0,0,10212,1043,546,150,592,721,125,137,128,4230,577,2,1
3777,6538,2635,1880,90,782,700,585,187,257,0,0,0,0,0,0,0,0,0,13857,332,221,90,149,257,575,232,700,3780,2621,2,2
3778,2539,1802,624,240,1359,649,295,181,815,653,130,240,722,815,157,37,135,0,7022,3057,1632,180,1553,485,885,1149,149,7020,1267,2,1
3779,8463,254,242,150,101,377,280,178,485,215,217,135,93,815,88,72,135,0,10344,673,624,360,367,485,750,556,609,1470,117,2,3
3780,4206,1085,163,150,1025,281,385,186,128,14854,14546,300,584,555,0,0,0,0,7981,340,353,300,249,371,840,641,431,2580,1676,2,3
3781,5574,1413,1375,240,261,411,850,641,128,0,0,0,0,0,0,0,0,0,3337,1109,361,180,868,317,610,588,332,840,2903,2,2
3782,11095,55,80,240,164,815,290,182,485,62,38,135,101,815,0,0,0,0,9709,7577,6126,90,1277,485,1250,821,700,3780,154,1,1
3783,10986,133,78,135,144,815,290,235,485,90,46,135,139,815,0,0,0,0,6779,5852,3429,90,2445,485,1240,863,700,3780,1071,2,2
3784,6441,14855,14535,300,665,555,735,583,371,0,0,0,0,0,0,0,0,0,7705,2837,2330,1500,1967,371,995,791,815,5160,4430,2,2
3785,740,2695,2325,300,622,671,1045,998,609,170,230,240,200,366,4585,4105,300,0,12023,2119,1936,180,303,609,1000,1491,317,660,13591,2,1
3786,2545,1700,336,90,1504,431,1780,1331,700,6451,1906,90,4572,187,0,0,0,0,6055,1408,248,180,1303,742,1805,1597,485,720,281,1,3
3787,10150,1177,248,240,1112,815,615,627,798,1244,629,300,855,128,0,0,0,0,10398,1484,28,240,1649,798,695,571,128,3960,1912,1,2
3788,12244,741,544,180,317,671,1035,811,349,2105,1747,400,727,700,0,0,0,0,9058,1215,361,600,1398,778,785,832,349,353,729,2,2
3789,3527,308,55,270,475,349,1100,1081,597,3771,3167,330,874,233,1043,943,240,0,2055,1747,1544,90,240,597,1055,852,700,3780,1342,2,2
3790,9826,133,40,135,188,815,290,207,485,846,106,240,923,456,0,0,0,0,12279,1285,750,300,521,485,740,628,798,3960,1121,2,3
3791,3518,795,30,240,948,815,740,723,206,3153,1650,90,1631,308,850,73,240,0,7774,6437,5346,90,1132,206,805,519,700,3780,612,1,2
3792,1232,2516,396,300,961,256,780,700,144,0,0,0,0,0,0,0,0,0,4945,1057,366,180,801,144,550,595,349,355,10232,2,3
3793,6104,46,18,150,133,727,400,131,128,430,142,300,559,555,0,0,0,0,10992,220,40,310,469,356,830,861,555,2280,2640,2,1
3794,13740,685,96,300,851,308,925,933,597,2151,0,240,2337,128,0,0,0,0,3978,3353,3237,90,137,597,1145,1001,700,3780,1406,2,2
3795,9936,1112,75,240,1219,815,780,732,609,7636,5006,90,2655,233,1530,1160,300,0,164,335,13,300,554,609,820,770,815,8050,1547,2,2
3796,3286,42990,42205,90,815,256,1240,852,700,0,0,0,0,0,0,0,0,0,13662,2824,1804,90,1607,538,680,462,113,3780,1352,2,3
3797,10539,315,123,240,371,815,830,767,174,0,0,0,0,0,0,0,0,0,6256,2531,1795,90,763,174,630,257,700,3780,919,1,1
3798,736,195,118,300,367,308,800,596,485,0,0,0,0,0,0,0,0,0,9792,199,163,180,155,485,210,221,134,2850,20,2,1
3799,13621,28,135,420,248,441,955,719,815,101,74,150,136,128,0,0,0,0,890,2308,1834,150,584,134,165,240,128,4230,1016,1,1
3800,4826,901,640,90,291,187,805,676,349,839,408,180,559,671,0,0,0,0,3361,1146,587,780,1220,778,170,202,341,762,0,2,2
3801,11758,37994,36955,90,1069,815,1210,1021,700,18469,17207,90,1292,815,0,0,0,0,7614,297,78,240,415,257,1285,1237,128,3960,263,2,2
3802,9247,1952,1590,90,394,700,1060,754,262,1565,959,90,1653,233,1746,904,90,0,7571,2614,2435,90,216,262,1130,748,700,3780,4492,2,2
3803,10301,1006,173,240,1014,815,585,217,423,1013,133,240,1071,815,903,118,240,0,1362,2923,50,90,2903,423,1170,685,700,3780,9465,2,3
3804,4482,1104,48,240,1246,815,760,704,609,480,279,120,261,236,1094,34,240,0,8645,1185,398,300,1045,609,905,903,597,2760,1472,2,3
3805,6253,343,228,90,167,700,1330,900,485,165,98,300,366,308,553,293,120,0,12459,210,23,180,305,485,215,295,134,2880,1245,1,3
3806,10473,163,104,240,240,815,280,237,485,183,0,135,269,815,0,0,0,0,1237,1394,818,90,621,485,1240,982,700,3780,391,1,3
3807,10935,56,41,135,93,815,295,145,485,545,111,300,693,790,166,72,135,0,11216,598,575,150,109,485,95,39,815,4740,34884,2,2
3808,9810,70,46,135,106,815,295,238,485,0,0,0,0,0,0,0,0,0,11213,499,696,420,165,485,100,29,815,4740,80,2,3
3809,9879,236,13,135,315,815,290,286,485,190,218,240,163,815,0,0,0,0,14647,1815,1656,180,301,485,885,772,149,6960,302,2,1
3810,1252,324,189,210,235,556,480,57,281,652,16,240,839,128,0,0,0,0,1870,6228,1308,90,4938,339,1600,1192,700,3780,125,2,2
3811,3487,227,176,135,135,815,285,167,485,0,0,0,0,0,0,0,0,0,8604,1396,846,180,345,485,885,938,149,6680,482,2,2
3812,2426,759,343,90,465,700,1285,900,485,0,0,0,0,0,0,0,0,0,7685,1845,1469,180,507,485,885,952,149,6960,24623,1,1
3813,5868,205,36,240,349,128,207,161,783,199,107,240,308,174,317,133,150,0,6672,345,109,160,336,783,75,178,815,6000,7435,2,1
3814,3127,2257,2032,90,260,671,820,415,700,0,0,0,0,0,0,0,0,0,3282,464,416,300,300,698,1115,971,349,474,1621,2,3
3815,14398,1162,155,240,1228,128,925,662,174,2333,1805,90,579,700,0,0,0,0,5697,3097,2536,90,586,174,625,410,700,3780,1810,2,1
3816,2400,1328,838,90,530,700,605,184,698,0,0,0,0,0,0,0,0,0,7357,2747,1369,90,1421,698,595,345,700,3780,2324,2,2
3817,6654,1908,969,90,1559,233,1370,1060,700,36338,35852,90,1047,233,4876,4157,90,0,8289,1478,481,90,1032,538,960,577,700,3780,190,2,1
3818,3451,317,148,240,362,815,285,197,485,120,76,135,131,815,0,0,0,0,11206,1102,845,300,494,485,290,170,815,4740,3931,2,3
3819,10091,533,168,120,375,236,90,98,815,100,125,180,101,281,0,0,0,0,10560,579,282,150,400,524,185,593,128,4230,307,2,2
3820,7053,328,223,840,75,734,1020,1149,349,950,374,180,705,706,731,133,150,0,687,590,90,420,863,548,1135,869,349,555,8791,2,2
3821,3288,1358,986,420,751,349,1190,1030,597,0,0,0,0,0,0,0,0,0,9956,2610,1325,180,1426,597,960,882,308,1620,613,2,3
3822,382,2367,1063,180,1424,597,1055,1016,815,0,0,0,0,0,0,0,0,0,10230,953,122,150,939,721,115,232,128,4230,19994,2,1
3823,10174,1390,66,240,1516,815,780,754,609,1501,770,420,1117,349,0,0,0,0,850,442,279,240,346,609,530,237,815,5220,269,2,1
3824,4184,49,40,135,85,815,280,139,485,11304,12564,1445,137,771,2538,1753,240,0,1874,11166,10605,300,116,485,765,2558,144,4080,412,2,2
3825,795,180,23,300,423,555,740,590,371,0,0,0,0,0,0,0,0,0,1231,2960,1455,300,1801,371,850,897,308,1740,2534,1,3
3826,10826,1123,111,240,1190,815,890,846,597,1107,772,180,483,695,0,0,0,0,12083,3147,3063,150,185,597,870,915,349,1780,400,2,1
3827,3938,142,86,135,139,815,285,211,485,0,0,0,0,0,0,0,0,0,5550,1327,776,180,702,485,885,515,149,6680,7554,2,2
3828,2643,385,78,180,518,391,660,253,281,0,0,0,0,0,0,0,0,0,11087,1184,293,155,994,134,640,580,609,2880,3271,1,1
3829,3819,3105,229,240,3059,815,285,254,485,0,0,0,0,0,0,0,0,0,13493,2035,1706,90,370,485,1250,917,700,3780,891,1,1
3830,7782,32519,33139,90,347,233,1430,1332,700,4803,3904,90,957,700,0,0,0,0,8401,15903,15667,90,261,113,1105,723,700,3780,30248,2,1
3831,2343,289,22,300,267,216,720,956,809,0,0,0,0,0,0,0,0,0,1862,2745,2710,355,345,690,1025,668,308,1620,506,2,2
3832,2564,130,60,150,165,391,80,76,281,0,0,0,0,0,0,0,0,0,13349,430,300,180,237,134,145,266,815,5760,1107,2,1
3833,3347,1038,559,150,571,721,115,147,128,0,0,0,0,0,0,0,0,0,9846,980,251,300,1028,628,920,652,128,3960,4683,2,1
3834,7538,2447,2022,210,120,256,300,633,349,1470,1370,180,220,749,0,0,0,0,9059,1215,356,600,1403,778,785,836,349,353,731,2,1
3835,10599,27,66,240,159,815,285,183,485,0,0,0,0,0,0,0,0,0,7689,3216,2616,180,731,485,885,952,149,6680,11377,2,2
3836,2954,144,141,135,75,815,285,209,485,232,134,135,209,815,0,0,0,0,6804,992,693,90,330,485,1240,934,700,3780,14613,1,1
3837,11069,233,41,135,268,815,290,176,485,177,156,110,77,377,0,0,0,0,3423,2015,936,150,1213,485,1685,1425,742,2520,52,2,2
3838,1652,44,0,240,215,787,1365,1075,349,0,0,0,0,0,0,0,0,0,4176,275,0,150,378,548,655,645,128,4230,30779,1,2
3839,6530,10565,10508,300,345,555,750,551,371,0,0,0,0,0,0,0,0,0,7085,1440,1485,300,259,371,840,681,431,4020,5190,2,1
3840,3779,1700,1430,150,370,787,165,166,128,817,289,150,625,571,749,257,150,0,5635,974,543,240,619,361,400,275,128,3960,1645,2,1
3841,1795,73,21,150,168,128,110,140,485,370,71,300,663,308,134,28,135,0,13499,2501,1879,90,686,485,1250,993,700,3780,1070,2,3
3842,847,5537,5380,90,205,671,800,362,700,0,0,0,0,0,0,0,0,0,1937,550,507,180,176,468,935,976,349,1263,8803,2,3
3843,10023,366,141,180,345,349,840,621,149,1307,699,180,768,233,0,0,0,0,8987,885,268,180,749,149,370,273,127,6960,1233,2,1
3844,10488,1630,60,240,1753,815,845,717,371,14920,14838,300,331,555,13479,13123,300,0,7745,2421,1462,780,1708,371,930,719,349,402,97,1,2
3845,8269,609,402,240,387,571,539,226,349,832,156,150,825,727,0,0,0,0,4729,6890,6930,300,220,548,495,293,609,1140,14297,2,3
3846,13480,3240,1856,180,1543,695,560,345,555,13469,13564,300,180,555,13389,13348,300,0,7003,1560,1425,300,393,371,835,685,431,2760,2828,1,2
3847,11297,4649,4246,90,437,700,735,433,187,3979,3190,90,885,671,0,0,0,0,5087,1976,1696,360,580,187,1485,1093,349,414,3523,2,3
3848,14137,765,203,300,848,308,930,958,597,1422,381,420,1503,349,0,0,0,0,14439,1187,196,150,1087,597,995,726,128,4230,1569,2,2
3849,5302,1042,430,660,1100,556,1920,2811,128,375,710,960,578,490,871,1120,300,0,630,3895,1480,180,2513,144,560,590,349,807,2910,2,2
3850,3644,164,146,135,94,815,280,147,485,124,73,240,244,815,93,82,135,0,11174,2696,2607,300,356,485,470,384,423,4020,6948,2,3
3851,13064,3212,1525,180,1820,256,875,690,149,1320,656,180,784,233,0,0,0,0,8990,1720,1408,180,432,149,310,189,152,6900,342,1,3
3852,2043,2144,1137,420,1367,349,848,687,187,0,0,0,0,0,0,0,0,0,4850,640,393,90,277,187,595,892,349,1696,522,1,2
3853,12817,690,157,440,936,327,706,652,609,0,0,0,0,0,0,0,0,0,860,670,176,540,1030,609,840,533,349,340,1707,2,1
3854,612,203,162,240,232,750,420,157,128,631,106,240,714,750,224,159,240,0,5608,1018,480,150,634,361,135,215,128,4230,169,2,1
3855,7626,2411,1653,90,803,413,855,501,700,822,63,240,948,815,820,44,240,0,8652,2218,1793,300,634,206,740,454,403,1320,983,2,3
3856,9674,164,220,120,0,594,225,412,134,0,0,0,0,0,0,0,0,0,5001,329,0,300,562,609,820,629,815,6060,4236,1,3
3857,8852,6847,5415,90,1462,815,1220,982,700,0,0,0,0,0,0,0,0,0,8160,1715,1091,90,696,698,600,244,700,3780,5732,2,1
3858,10685,5334,2026,90,3347,128,1225,957,700,4744,4139,90,650,700,958,232,90,0,2918,91,10,390,510,257,1175,988,349,825,6670,2,1
3859,10976,1401,360,240,1226,815,780,757,609,1087,74,240,1193,815,0,0,0,0,7968,6103,1456,540,3830,609,830,2043,349,417,412,2,3
3860,12074,2945,1078,250,2061,597,1195,945,349,1712,1080,120,732,671,1935,720,180,0,14183,709,551,240,293,721,660,761,481,351,786,2,2
3861,3854,886,243,180,804,299,710,1366,149,586,210,240,497,476,534,116,180,0,5772,543,360,300,417,576,935,856,403,1260,1045,2,3
3862,4316,105,42,135,149,815,285,213,485,0,0,0,0,0,0,0,0,0,6763,1827,1073,90,781,485,1240,916,700,3780,1348,2,3
3863,3885,3971,3214,180,905,326,130,55,815,0,0,0,0,0,0,0,0,0,8977,985,904,240,285,752,585,402,128,3960,2444,2,1
3864,13388,310,297,300,264,609,665,443,326,147,32,150,210,391,1779,1373,300,0,13880,37888,37906,210,155,326,215,182,349,355,932,2,1
3865,5790,438,280,240,338,128,299,143,327,0,0,0,0,0,0,0,0,0,11362,2006,1942,150,44,327,840,776,815,2880,3951,2,3
3866,10485,1128,478,180,772,403,890,926,349,4366,4273,150,215,663,0,0,0,0,4778,579,201,150,496,548,920,612,128,4230,2076,2,1
3867,3688,1164,109,240,1252,815,760,679,609,0,0,0,0,0,0,0,0,0,5165,1492,129,90,1358,609,1955,1655,206,3780,30480,2,2
3868,10956,464,41,135,522,815,295,263,485,333,266,240,262,815,0,0,0,0,7289,1191,662,180,679,485,885,836,149,6680,3229,1,1
3869,4603,3064,2884,90,220,671,800,472,700,997,930,150,161,610,1286,1207,240,0,14497,1881,170,240,1894,286,1005,959,128,3960,2749,1,2
